black	blue	brown	cyan	darkgreen	darkgrey	darkorange	darkred	darkturquoise	green	greenyellow	grey60	lightcyan	lightgreen	lightyellow	magenta	midnightblue	orange	pink	purple	red	royalblue	salmon	tan	turquoise	yellow
																								AL137145.1	
																								RP11-43F13.3	
																								GOLGA8B	
																								FP15737	
																								AF131215.5	
																								FAM66B	
																								MIR17HG	
																								ZNF407	
																								MCM3AP-AS1	
																								NPEPL1	
																								HNRNPA1P7	
																								AP000974.1	
																								AP005901.1	
																								PI4KAP1	
																								ANKRD20A11P	
																								GUSBP9	
																								RP13-996F3.5	
																								hsa-mir-6080	
																								TNFRSF25	
																								SLC35E2	
																								NBPF7	
																								CYB5RL	
																								CROCCP2	
																								ATAD3C	
																								AC009403.2	
																								CCDC7	
																								RP1-76C18.1	
																								AL023807.2	
																								RP11-64P12.8	
																								RP11-204C16.4	
																								RP11-465B22.3	
																								RP1-24O22.3	
																								AC016773.1	
																								AC007390.5	
																								RP13-371D18.2	
																								RP11-193H22.2	
																								FAM228B	
																								CTD-2006C1.2	
																								VAMP2	
																								MTMR9LP	
																								AC093642.5	
																								SNORA76	
																								RP11-137L10.6	
																								ARIH2OS	
																								C5orf54	
																								TIGD1	
																								XKR9	
																								C1orf229	
																								CCNL2	
																								ZNF630	
																								TIAF1	
																								BTBD19	
																								POTEG	
																								SNORA79	
																								SNORA35	
																								7SK	
																								7SK	
																								COX10-AS1	
																								CLDN10-AS1	
																								RPS10P7	
																								LINC00473	
																								GS1-124K5.3	
																								RP11-322M19.1	
																								RP11-632K20.7	
																								RABGAP1L-IT1	
																								LINC00630	
																								ZNF844	
																								PLAC2	
																								RP11-216N14.7	
																								RP1-90L6.2	
																								NSUN5P1	
																								TRIM64EP	
																								RP4-717I23.3	
																								TSSC2	
																								CD99P1	
																								ENTPD3-AS1	
																								FAM95B1	
																								AC147651.3	
																								RP11-439L8.4	
																								RP11-24J23.2	
																								AFG3L1P	
																								CTA-407F11.6	
																								RP5-1010E17.2	
																								AC006509.7	
																								SNHG14	
																								RP11-86H7.1	
																								RP5-837J1.2	
																								POM121L10P	
																								DNAJC27-AS1	
																								CTC-203F4.1	
																								WARS2-IT1	
																								RP11-466F5.8	
																								PRKAR2A-AS1	
																								MKRN5P	
																								ATP5F1P1	
																								AC093838.7	
																								SH3BP5-AS1	
																								RP11-195L15.2	
																								RP11-538D16.2	
																								THRB-IT1	
																								FKSG52	
																								AC068279.3	
																								RP11-3B12.1	
																								RP5-1086K13.1	
																								RP11-206L10.1	
																								AC017002.2	
																								INE1	
																								RP11-228B15.4	
																								RP11-405O10.2	
																								RP11-291L22.3	
																								CTD-2228K2.7	
																								RP11-162G10.4	
																								RPS12P26	
																								HSPA7	
																								RP4-814D15.2	
																								NBPF8	
																								UBE2Q2P2	
																								RP11-439E19.1	
																								RP11-513I15.6	
																								SNX18P3	
																								AC008993.5	
																								JPX	
																								RP11-773D16.1	
																								RP11-390F4.3	
																								CYP4A22-AS1	
																								RP11-341A22.2	
																								FAM74A1	
																								AL132709.5	
																								MIAT	
																								RP4-811H24.6	
																								RUSC1-AS1	
																								LINC00115	
																								AC023590.1	
																								AC074289.1	
																								RP11-384K6.2	
																								XXbac-BPG154L12.4	
																								AL356356.1	
																								RP11-57H12.3	
																								RP4-798A10.2	
																								RP5-1070A16.1	
																								FAM91A2	
																								RP11-50E11.3	
																								ABC7-42389800N19.1	
																								RP11-419C5.2	
																								CFLAR-AS1	
																								ZNF192P1	
																								RP11-474D14.2	
																								AC058791.1	
																								RP11-119F19.2	
																								AC093375.1	
																								RP5-1056L3.3	
																								RP11-31F15.1	
																								CTA-292E10.6	
																								RP4-765C7.1	
																								AC017060.1	
																								AC074093.1	
																								RP11-429G19.2	
																								LENG8-AS1	
																								FAM66C	
																								DISC1-IT1	
																								TAS2R46	
																								AC110926.4	
																								LINC00371	
																								RP11-182I10.3	
																								CT45A6	
																								AC105253.1	
																								AC005077.12	
																								RPL41P1	
																								LMCD1-AS1	
																								ZNF717	
																								WDR11-AS1	
																								HCG15	
																								WASH7P	
																								AC105760.2	
																								KLLN	
																								RP11-282E4.1	
																								AC005042.2	
																								TP73-AS1	
																								RP11-111F5.5	
																								AKR1B15	
																								SLC2A1-AS1	
																								PGM5P2	
																								RP11-139K1.2	
																								RP11-492E3.2	
																								RP11-488L18.4	
																								LINC00355	
																								DNMBP-AS1	
																								RP4-565E6.1	
																								GLUDP2	
																								AC007383.3	
																								RP11-439E19.3	
																								RP5-1112F19.2	
																								C9orf35	
																								AC004017.1	
																								RP11-350G8.5	
																								RP11-222A11.1	
																								AP000692.9	
																								RP3-467K16.4	
																								AC006028.9	
																								COL6A4P2	
																								MT-ATP8	
																								AC073218.2	
																								GUSBP11	
																								RP11-206L10.2	
																								AC068039.4	
																								CCT6P1	
																								AC004951.6	
																								TSTD3	
																								AC073052.1	
																								AP006222.2	
																								RP11-98I9.4	
																								RP11-183E9.3	
																								KIAA1984-AS1	
																								RP3-341D10.4	
																								HOTAIR	
																								RP11-109A6.4	
																								ARL17B	
																								MRPL45P2	
																								AC013400.2	
																								RP11-110G21.1	
																								RP11-162G10.1	
																								RP11-91I20.3	
																								RP1-86D1.2	
																								RP11-697E2.7	
																								RP11-313P13.3	
																								AL591893.1	
																								RP5-931E15.2	
																								ANKRD20A8P	
																								AC007038.7	
																								ANKRD10-IT1	
																								EPHA1-AS1	
																								GS1-124K5.11	
																								ADAM1A	
																								PNPT1P1	
																								AC018633.4	
																								RALGAPA1P	
																								RGS17P1	
																								PATL2	
																								CLTC-IT1	
